second,src,dst,packetcount,src_ratio,dst_ratio,src_duration_ratio,dst_duration_ratio,TotalPacketDuration,TotalPacketLenght,src_packet_ratio,dst_packet_ratio,DioCount,DisCount,DaoCount,OtherMsg
94.0,37,35,13,0.17567568,0.17567568,0.06863736,0.06863736,0.0579986572265625,1014,0.14818062,0.14818062,0,0,13,0
94.0,27,40,5,0.067567565,0.067567565,0.047338292,0.047338292,0.04000091552734375,390,0.056992546,0.056992546,0,0,5,0
94.0,23,22,5,0.067567565,0.067567565,0.0011827801,0.0011827801,0.00099945068359375,390,0.056992546,0.056992546,0,0,5,0
94.0,26,44,4,0.054054055,0.6891892,0.06863736,0.8828416,0.0579986572265625,396,0.057869356,0.7378343,4,0,0,0
95.0,26,44,25,0.23636363,0.7181818,0.23315626,0.8085563,0.2180023193359375,2475,0.28518766,0.7298928,25,0,0,0
95.0,26,22,1,0.23636363,0.009090909,0.23315626,0.0,0.0,78,0.28518766,0.008713136,0,0,1,0
95.0,39,41,5,0.045454547,0.27272728,0.0021378505,0.1914437,0.0019989013671875,390,0.043565683,0.2613941,0,0,5,0
95.0,25,41,24,0.21818182,0.27272728,0.16685025,0.1914437,0.156005859375,1872,0.20911528,0.2613941,0,0,24,0
95.0,28,44,39,0.35454544,0.7181818,0.34117484,0.8085563,0.319000244140625,2574,0.28753352,0.7298928,0,39,0,2054
95.0,41,44,15,0.13636364,0.7181818,0.2342252,0.8085563,0.21900177001953125,1485,0.16588472,0.7298928,15,0,0,0
95.0,34,41,1,0.009090909,0.27272728,0.02245559,0.1914437,0.02099609375,78,0.008713136,0.2613941,0,0,1,0
96.0,28,44,77,0.77,0.77,0.9207033,0.9207033,0.9520111083984375,5082,0.73909247,0.73909247,0,77,0,2131
96.0,34,41,4,0.04,0.18,0.016439285,0.0783301,0.016998291015625,312,0.045375217,0.20418848,0,0,4,0
96.0,25,41,14,0.14,0.18,0.061890814,0.0783301,0.063995361328125,1092,0.15881327,0.20418848,0,0,14,0
96.0,27,40,5,0.05,0.05,0.0009665828,0.0009665828,0.00099945068359375,390,0.056719024,0.056719024,0,0,5,0
97.0,28,44,97,0.58787876,0.6848485,0.77642006,0.93292445,0.7639923095703125,6402,0.5316393,0.66317886,0,97,0,2228
97.0,25,41,38,0.38181818,0.26060605,0.22154853,0.06504412,0.06200408935546875,2964,0.4359741,0.27852517,0,0,38,0
97.0,25,44,16,0.38181818,0.6848485,0.22154853,0.93292445,0.15399932861328125,1584,0.4359741,0.66317886,16,0,0,0
97.0,34,41,5,0.030303031,0.26060605,0.002031417,0.06504412,0.0019989013671875,390,0.032386646,0.27852517,0,0,5,0
97.0,25,23,9,0.38181818,0.054545455,0.22154853,0.002031417,0.0019989013671875,702,0.4359741,0.058295965,0,0,9,0
